Date, Volume(t-1), Open(t-1), High(t-1), Low(t-1), Volume(t-2), Open(t-2), High(t-2), Low(t-2), Volume(t-3), Open(t-3), High(t-3), Low(t-3),target(t)
01/30/2019,39914850,156.25,158.13,154.11,26147280,155.79,156.33,153.66,33508960,155.48,158.13,154.32,163.25
07/30/2019,21673390,208.46,210.64,208.44,17618870,207.48,209.73,207.14,13909560,208.89,209.24,206.73,208.76
07/07/17,24110330,143.02,143.5,142.41,21550270,143.69,144.79,142.72,14277850,144.88,145.3,143.1,142.9
07/06/20,28510370,367.85,370.47,363.64,27684310,365.12,367.36,363.91,35055820,360.08,365.98,360.0,370.0
06/29/2020,51314210,364.41,365.32,353.02,34380630,360.7,365.0,357.57,48155850,365.0,368.79,358.52,353.25
07/23/2018,20670830,191.78,192.43,190.17,20182050,189.69,192.55,189.69,16365720,191.78,191.8,189.93,190.68
04/12/19,20543190,200.85,201.0,198.44,21654750,198.68,200.74,198.18,35738280,200.32,202.85,199.23,199.2
03/29/2016,19354440,106.0,106.19,105.06,25568350,105.47,106.25,104.89,25686350,106.48,107.07,105.9,104.89
03/23/2016,32345430,105.25,107.29,105.21,35454230,105.93,107.65,105.14,43607120,106.34,106.5,105.19,106.48
05/11/18,27942430,187.74,190.37,187.65,23141260,186.55,187.4,185.22,28053230,184.99,186.22,183.67,189.49
11/13/2017,25129510,175.11,175.38,174.27,29422610,175.11,176.1,173.14,24358920,174.66,176.24,174.33,173.5
09/30/2016,35850010,113.16,113.8,111.8,29608390,113.69,114.64,113.43,24587490,113.0,113.18,112.34,112.46
08/29/2019,15957630,204.1,205.72,203.32,25897340,207.86,208.55,203.53,26066130,205.86,207.19,205.06,208.5
09/04/15,53142590,112.49,112.78,110.04,61681250,110.23,112.34,109.13,76562170,110.15,111.88,107.36,108.97
05/29/2020,33449100,316.77,323.44,315.63,28236270,316.14,318.71,313.09,31380450,323.5,324.24,316.5,319.25
09/16/2015,43218350,115.93,116.53,114.42,58279570,116.58,116.89,114.86,49793750,111.79,114.21,111.76,116.25
04/25/2017,17117710,143.5,143.95,143.18,17290900,142.44,142.68,141.85,23294040,141.22,142.92,141.16,143.91
10/08/18,33507770,227.96,228.41,220.58,31961120,230.78,232.35,226.73,28540490,230.05,233.47,229.78,222.21
02/09/17,22941650,131.35,132.22,131.22,38158410,130.54,132.09,130.45,26784530,129.13,130.5,128.9,131.65
05/25/2018,23129400,188.77,188.84,186.21,19966590,186.35,188.5,185.76,15228270,188.38,188.88,186.78,188.23
01/23/2018,27052000,177.3,177.78,176.6,31306390,178.61,179.58,177.41,31087330,179.37,180.1,178.25,177.3
08/04/15,69639900,121.5,122.57,117.52,42832890,122.6,122.64,120.91,33400950,122.32,122.57,121.71,117.42
03/12/18,32130360,177.96,180.0,177.39,24518850,175.48,177.12,175.07,31686450,174.94,175.85,174.27,180.29
02/11/19,23793830,168.99,170.66,168.42,31644240,172.4,173.94,170.34,28204640,174.65,175.57,172.85,171.05
02/25/2016,36192150,93.98,96.38,93.32,31851180,96.4,96.5,94.55,34240470,96.31,96.9,95.92,96.05
09/19/2017,28157630,160.11,160.5,158.0,48846060,158.47,160.97,158.0,23637310,158.99,159.4,158.09,159.51
07/02/19,27316740,203.17,204.49,200.65,31110640,198.68,199.5,197.05,20899720,200.29,201.57,199.57,201.41
05/13/2019,41208710,197.42,198.85,192.77,34908610,200.4,201.68,196.66,26339500,201.9,205.34,201.75,187.71
06/02/20,20254650,317.75,322.35,317.21,38399530,319.25,321.15,316.47,33449100,316.77,323.44,315.63,320.75
03/08/19,24755470,173.87,174.44,172.02,20755140,174.67,175.49,173.94,19238480,175.94,176.0,174.54,170.32
02/09/18,54145930,160.29,161.0,155.03,51467440,163.09,163.4,159.07,68171940,154.83,163.72,154.0,157.07
04/30/2020,34320200,284.73,289.67,283.89,28001190,285.08,285.83,278.2,29271890,281.8,284.54,279.95,289.96
04/03/19,22727370,191.09,194.46,191.05,27308200,191.64,191.68,188.38,23524830,189.83,190.08,188.54,193.25
02/05/20,34154130,315.31,319.64,313.63,43496400,304.3,313.49,302.22,49897100,320.93,322.68,308.29,323.52
01/05/17,21081620,115.85,116.51,115.75,28769220,115.8,116.33,114.76,30555900,116.65,117.2,115.43,115.92
04/20/2020,53812480,284.69,286.95,276.86,39281290,287.38,288.2,282.35,32788640,282.4,286.33,280.63,277.95
03/29/2018,41464880,167.25,170.02,165.19,39824200,173.68,175.15,166.92,36778560,168.07,173.1,166.44,167.81
09/03/19,21162560,210.16,210.45,207.2,21007650,208.5,209.32,206.66,15957630,204.1,205.72,203.32,206.43
01/15/2020,40653460,316.7,317.57,312.17,30521720,311.64,317.07,311.15,35217270,310.6,312.67,308.25,311.85
01/26/2018,41438280,174.51,174.95,170.53,51368540,177.25,177.3,173.2,32395870,177.3,179.44,176.82,172.0
02/17/2016,48032600,95.02,96.85,94.61,40323020,94.19,94.5,93.01,49979700,93.79,94.72,92.59,96.67
04/03/18,37425640,167.88,168.94,164.47,38116290,167.81,171.75,166.9,41464880,167.25,170.02,165.19,167.64
03/25/2020,71882770,236.36,247.69,234.3,84188210,228.08,228.5,212.61,100423300,247.18,251.83,228.0,250.75
11/16/2018,46271660,188.39,191.97,186.9,60547340,193.9,194.48,185.93,46725710,191.63,197.18,191.45,190.5
05/01/17,20783460,144.09,144.3,143.27,14198660,143.92,144.16,143.31,19998050,144.47,144.6,143.38,145.1
05/27/2016,56293490,99.68,100.73,98.64,38258300,98.67,99.74,98.11,35074380,97.22,98.09,96.84,99.44
04/26/2018,28331540,162.62,165.42,162.41,33674960,165.67,166.33,161.22,36396590,166.84,166.92,164.09,164.12
10/17/2018,28802550,218.93,222.99,216.76,30280450,221.16,221.83,217.27,39494770,220.42,222.88,216.84,222.3
07/09/18,17426160,185.42,188.43,185.2,16543880,185.26,186.41,184.28,13954810,187.79,187.95,183.54,189.5
08/04/16,30148360,104.81,105.84,104.77,33770220,106.05,106.07,104.0,38018910,104.41,106.15,104.41,105.58
04/07/16,26178840,110.23,110.98,109.2,26560420,109.51,110.73,109.42,37322930,110.42,112.19,110.27,109.95
04/01/16,25763840,109.72,109.9,108.88,45547590,108.65,110.42,108.6,31154910,104.89,107.79,104.88,108.78
01/29/2018,39075250,172.0,172.0,170.06,41438280,174.51,174.95,170.53,51368540,177.25,177.3,173.2,170.16
06/22/2018,25649240,187.25,188.35,184.94,20490090,186.35,187.2,185.73,33538550,185.14,186.33,183.45,186.12
04/30/2018,35617230,164.0,164.33,160.63,27850370,164.12,165.73,163.37,28331540,162.62,165.42,162.41,162.13
03/25/2019,42287640,195.34,197.69,190.78,50943120,190.02,196.33,189.81,31003380,186.23,189.49,184.73,191.51
02/04/16,45870130,95.0,96.84,94.08,37190500,95.42,96.04,94.28,40814360,96.47,96.71,95.4,95.86
01/13/2016,49046150,100.55,100.69,98.84,49687870,98.97,99.06,97.34,70722000,98.55,99.11,96.76,100.32
04/05/19,19090050,194.79,196.37,193.14,23243160,193.25,196.5,193.15,22727370,191.09,194.46,191.05,196.45
10/27/2017,16916650,157.23,157.83,156.78,21175670,156.91,157.55,155.27,17633730,156.29,157.42,156.2,159.29
11/16/2016,32230590,106.57,107.68,106.16,50901380,107.71,107.81,104.08,34117030,107.12,108.87,106.55,106.7
03/21/2018,19620520,175.24,176.8,174.94,32931110,177.32,177.47,173.66,38313330,178.65,179.12,177.62,175.04
10/31/2016,36792100,113.87,115.21,113.45,31396130,115.39,115.86,114.1,66028640,114.31,115.7,113.31,113.65
04/05/16,37322930,110.42,112.19,110.27,25820460,108.78,110.0,108.2,25763840,109.72,109.9,108.88,109.51
10/20/2016,19977160,117.25,117.76,113.8,24308210,118.18,118.21,117.45,23583810,117.33,117.84,116.78,116.86
02/21/2018,33690660,172.05,174.26,171.42,40113790,172.36,174.82,171.77,50908540,169.79,173.09,169.0,172.83
04/13/2020,40529120,268.7,270.07,264.7,42223820,262.74,267.37,261.23,50721830,270.8,271.7,259.0,268.31
10/16/2018,30280450,221.16,221.83,217.27,39494770,220.42,222.88,216.84,52902320,214.52,219.5,212.32,218.93
02/08/17,38158410,130.54,132.09,130.45,26784530,129.13,130.5,128.9,24460160,128.31,129.19,128.16,131.35
02/26/2020,57668360,300.95,302.53,286.13,55548830,297.26,304.18,289.23,32426420,318.62,320.45,310.5,286.53
09/28/2016,24587490,113.0,113.18,112.34,29800240,111.64,113.39,111.55,52411070,114.42,114.79,111.55,113.69
08/14/2018,25864510,207.7,210.95,207.7,24592460,207.36,209.1,206.67,23389530,207.28,209.78,207.2,210.16
02/14/2019,22389660,171.39,172.48,169.92,22224400,170.1,171.0,169.7,20940020,171.05,171.21,169.25,169.71
09/30/2019,25361290,220.54,220.96,217.28,19088310,220.0,220.94,218.83,22481010,218.55,221.5,217.14,220.9
05/29/2019,27948160,178.92,180.59,177.91,23714690,180.2,182.14,178.62,36529740,179.8,180.54,177.81,176.42
10/21/2016,24100150,116.86,117.38,116.33,19977160,117.25,117.76,113.8,24308210,118.18,118.21,117.45,116.81
08/07/18,25396100,208.0,209.25,207.07,33408050,207.03,208.74,205.48,62317430,200.58,208.38,200.35,209.32
02/04/19,32644590,166.96,168.98,165.93,40613260,166.11,169.0,164.56,60800480,163.25,166.15,160.23,167.41
09/11/15,62800770,110.27,113.28,109.9,84757780,113.76,114.02,109.77,54507300,111.65,112.56,110.32,111.79
02/20/2018,40113790,172.36,174.82,171.77,50908540,169.79,173.09,169.0,40382890,163.05,167.54,162.88,172.05
11/09/16,24129630,110.31,111.72,109.7,32361930,110.08,110.51,109.46,30790930,108.53,110.25,108.11,109.88
09/03/15,61681250,110.23,112.34,109.13,76562170,110.15,111.88,107.36,56111590,112.03,114.53,112.0,112.49
07/20/2018,20182050,189.69,192.55,189.69,16365720,191.78,191.8,189.93,15515000,189.75,191.87,189.2,191.78
10/03/16,36340670,112.46,113.37,111.8,35850010,113.16,113.8,111.8,29608390,113.69,114.64,113.43,112.71
12/31/2015,25184090,108.58,108.7,107.18,30912260,106.96,109.43,106.86,26639930,107.59,107.69,106.18,107.01
10/16/2019,23040480,236.39,237.65,234.88,24413480,234.9,238.13,234.67,41990210,232.95,237.64,232.31,233.37
10/08/15,46717770,111.74,111.77,109.41,48702200,110.63,111.74,109.77,52033100,109.88,111.37,109.07,110.19
06/14/2018,21480120,192.42,192.88,190.44,16859020,191.39,192.61,191.15,18069930,191.35,191.97,190.21,191.55
01/30/2020,54149930,324.45,327.85,321.38,40558490,312.6,318.4,312.19,40485010,310.06,311.77,304.88,320.54
01/17/2019,30483120,153.08,155.88,153.0,28449940,150.27,153.39,150.05,32018540,150.85,151.27,149.22,154.2
09/11/18,39194720,220.95,221.85,216.47,37418910,221.85,225.37,220.71,34121240,226.23,227.35,221.3,218.01
07/26/2019,13909560,208.89,209.24,206.73,14991570,207.67,209.15,207.17,18355210,208.46,208.91,207.29,207.48
09/18/2015,63712340,115.66,116.49,113.72,37080720,116.25,116.54,115.44,43218350,115.93,116.53,114.42,112.21
07/25/2017,21466370,150.58,152.44,149.9,25111310,149.99,150.44,148.88,17170490,151.5,151.74,150.19,151.8
11/09/17,24358920,174.66,176.24,174.33,24332120,173.91,175.25,173.6,34770480,172.37,174.99,171.72,175.11
09/16/2019,39763300,220.0,220.79,217.02,32226670,224.8,226.42,222.86,44289650,218.07,223.71,217.73,217.73
03/15/2018,29334630,180.32,180.52,177.81,31464170,182.59,183.5,179.24,32191070,180.29,182.39,180.21,178.5
12/22/2016,23724430,116.8,117.4,116.78,21337310,116.74,117.5,116.68,27756760,115.8,117.38,115.75,116.35
06/25/2019,18220420,198.54,200.16,198.17,47800590,198.8,200.85,198.15,21513990,200.37,200.61,198.03,198.43
05/16/2016,44223040,90.0,91.67,90.0,76183460,92.72,92.78,89.47,28641180,93.48,93.57,92.46,92.39
02/11/16,42288790,95.92,96.35,94.1,44282560,94.29,95.94,93.93,53920550,93.13,95.7,93.04,93.79
08/22/2018,25682700,216.8,217.19,214.03,30149410,218.1,219.18,215.11,35034410,213.44,217.95,213.16,214.1
03/05/19,27413060,175.69,177.75,173.97,25737560,174.28,175.15,172.89,27953810,174.32,174.91,172.92,175.94
02/08/16,46315620,96.52,96.92,93.69,46418230,95.86,97.33,95.19,45870130,95.0,96.84,94.08,93.13
03/07/16,46026600,102.37,103.75,101.37,36884490,100.58,101.71,100.45,33136130,100.51,100.89,99.64,102.39
01/30/2017,20495340,122.14,122.35,121.6,26320740,121.67,122.44,121.6,32417410,120.42,122.1,120.28,120.93
05/24/2018,19966590,186.35,188.5,185.76,15228270,188.38,188.88,186.78,18383080,188.0,189.27,186.91,188.77
10/15/2019,24413480,234.9,238.13,234.67,41990210,232.95,237.64,232.31,28962980,227.93,230.44,227.3,236.39
12/19/2019,29024690,279.8,281.9,279.12,28575800,279.57,281.77,278.8,32081110,277.0,280.79,276.98,279.5
09/22/2015,46594220,113.67,115.37,113.66,73991000,112.21,114.3,111.87,63712340,115.66,116.49,113.72,113.38
03/13/2020,104618500,255.94,270.0,248.0,64094970,277.39,281.22,271.86,71322520,277.14,286.44,269.37,264.89
01/19/2017,23687350,120.0,120.5,119.71,34412090,118.34,120.24,118.22,26083030,119.11,119.62,118.81,119.4
06/08/18,21329170,194.14,194.2,192.34,20912820,193.63,194.08,191.92,21535570,193.07,193.94,192.36,191.17
07/14/2016,25879680,97.41,97.67,96.84,24129530,97.17,97.7,97.12,23317990,96.75,97.65,96.73,97.39
11/08/19,23735080,258.74,260.35,258.11,18966120,256.77,257.49,255.37,19974430,257.05,258.19,256.32,258.69
07/15/2019,17595210,202.45,204.0,202.2,20191840,203.31,204.39,201.71,17897140,201.85,203.73,201.56,204.09
04/18/2019,28865310,199.54,203.38,198.61,25668330,199.46,201.37,198.56,17524150,198.58,199.85,198.01,203.12
03/08/17,17439210,139.06,139.98,138.79,21229890,139.37,139.77,138.6,21555370,138.78,139.83,138.59,138.95
06/01/18,27468700,187.22,188.23,186.14,18503410,187.72,188.0,186.78,22409110,187.6,188.75,186.87,187.99
03/12/19,31123000,175.49,179.12,175.35,23985960,170.32,173.07,169.5,24755470,173.87,174.44,172.02,180.0
02/19/2020,38190550,315.36,319.75,314.61,20028450,324.74,325.98,322.85,23686890,324.19,326.22,323.35,320.0
05/17/2018,19046600,186.07,188.46,186.0,23639070,186.78,187.07,185.1,20393070,189.01,189.53,187.86,188.0
09/15/2016,111186900,108.73,113.03,108.6,62080160,107.51,108.79,107.24,45114590,102.65,105.72,102.53,113.86
12/29/2016,20686510,117.52,118.02,116.2,18131970,116.52,117.8,116.49,14244050,115.59,116.52,115.59,116.45
03/17/2017,19173780,140.72,141.02,140.26,25676720,139.41,140.75,139.03,15281850,139.3,139.65,138.84,141.0
07/10/17,18527000,142.9,144.75,142.9,24110330,143.02,143.5,142.41,21550270,143.69,144.79,142.72,144.11
01/19/2018,31087330,179.37,180.1,178.25,34260230,176.15,179.25,175.07,29512410,177.9,179.39,176.14,178.61
01/05/16,67569090,102.61,105.37,102.0,40885480,107.01,107.03,104.82,25184090,108.58,108.7,107.18,105.75
04/26/2019,18463850,206.83,207.76,205.12,17427570,207.36,208.48,207.05,23286380,204.43,207.75,203.9,204.9
12/23/2015,32728460,107.4,107.72,106.45,47507230,107.28,107.37,105.57,96197190,108.91,109.52,105.81,107.27
12/20/2018,47597670,166.0,167.45,159.09,33753490,165.38,167.53,164.39,43250420,165.45,168.35,162.73,160.4
08/01/19,69281360,216.42,221.37,211.3,33935720,208.76,210.16,207.31,21673390,208.46,210.64,208.44,213.9
12/16/2016,46286150,115.38,116.73,115.23,33962370,115.04,116.2,114.98,43293350,113.84,115.92,113.75,116.47
06/01/17,24452750,153.97,154.17,152.38,20118620,153.42,154.43,153.33,21895020,154.0,154.24,153.31,153.17
04/23/2019,17841920,202.83,204.94,202.34,24185530,203.12,204.15,202.52,28865310,199.54,203.38,198.61,204.43
02/24/2017,20762360,137.38,137.48,136.3,20769030,136.43,137.12,136.11,24487200,136.23,136.75,135.98,135.91
06/28/2016,45595680,93.0,93.05,91.5,75219710,92.91,94.66,92.65,32042290,95.94,96.29,95.25,92.9
07/12/19,20191840,203.31,204.39,201.71,17897140,201.85,203.73,201.56,20578020,199.2,201.51,198.81,202.45
03/15/2017,15281850,139.3,139.65,138.84,17048800,138.85,139.43,138.82,19578920,139.25,139.36,138.64,139.41
03/26/2020,75900510,250.75,258.25,244.3,71882770,236.36,247.69,234.3,84188210,228.08,228.5,212.61,246.52
02/24/2020,32426420,318.62,320.45,310.5,25141490,322.63,324.65,318.21,23495990,320.0,324.57,320.0,297.26
02/22/2018,37378070,172.83,174.12,171.01,33690660,172.05,174.26,171.42,40113790,172.36,174.82,171.77,171.8
05/20/2020,25432390,315.03,318.52,313.01,33843130,313.17,316.5,310.32,41587090,300.35,307.9,300.21,316.68
03/01/17,23446340,137.08,137.44,136.7,20222210,137.14,137.44,136.28,21754600,135.91,136.66,135.28,137.89
09/25/2018,27581270,216.82,221.26,216.63,95584080,220.78,221.36,217.29,26388050,220.24,222.28,219.15,219.75
09/28/2018,29729270,223.82,226.44,223.54,23430370,221.0,223.75,219.76,22811140,219.75,222.82,219.7,224.79
11/25/2016,27420550,111.36,111.51,110.33,25931710,111.95,112.42,111.4,29164190,110.12,111.99,110.01,111.13
09/27/2016,29800240,111.64,113.39,111.55,52411070,114.42,114.79,111.55,31048170,114.35,114.94,114.0,113.0
07/20/2017,20859830,150.48,151.42,149.95,17837130,149.2,150.13,148.67,23765710,148.82,150.9,148.57,151.5
03/18/2020,81013970,247.51,257.61,238.4,80605870,241.95,259.08,240.0,92683030,264.89,279.92,252.95,239.77
03/09/20,56544250,282.0,290.82,281.23,46893220,295.52,299.55,291.41,54794570,296.44,303.4,293.13,263.75
03/05/18,38426060,172.8,176.3,172.45,48706170,178.54,179.78,172.66,37568080,179.26,180.62,178.05,175.21
03/11/20,71322520,277.14,286.44,269.37,71686210,263.75,278.09,263.0,56544250,282.0,290.82,281.23,277.39
09/12/18,35644510,218.01,224.3,216.56,39194720,220.95,221.85,216.47,37418910,221.85,225.37,220.71,224.94
04/18/2017,16529130,141.48,141.88,140.87,17775510,141.91,142.38,141.05,20320420,141.6,142.15,141.01,141.41
10/11/18,41084070,225.46,226.35,216.05,26656630,223.64,227.27,222.25,28784550,222.21,224.8,220.2,214.52
02/29/2016,28949760,97.2,98.02,96.58,27526040,96.05,96.76,95.25,36192150,93.98,96.38,93.32,96.86
08/08/16,39546610,106.27,107.65,106.18,26781730,105.58,106.0,105.28,30148360,104.81,105.84,104.77,107.52
11/27/2018,44662320,174.24,174.95,170.26,23623970,174.94,176.6,172.1,31096240,179.73,180.27,176.55,171.51
03/03/16,33136130,100.51,100.89,99.64,50303500,97.65,100.77,97.42,35131460,96.86,98.23,96.65,100.58
11/17/2017,23598650,171.18,171.87,170.3,28998220,169.97,170.32,168.38,24683350,173.04,173.48,171.18,171.04
09/13/2017,71574560,162.61,163.96,158.77,31506890,160.5,162.05,159.89,28411740,160.86,161.15,158.53,159.87
02/07/20,26356390,322.57,325.22,320.26,29706720,323.52,324.76,318.95,34154130,315.31,319.64,313.63,322.37
03/07/18,23273160,177.91,178.25,176.13,27825140,175.21,177.74,174.52,38426060,172.8,176.3,172.45,174.94
03/31/2016,45547590,108.65,110.42,108.6,31154910,104.89,107.79,104.88,19354440,106.0,106.19,105.06,109.72
04/08/20,50721830,270.8,271.7,259.0,50455070,250.9,263.11,249.38,32470020,242.8,245.7,238.97,262.74
05/28/2019,23714690,180.2,182.14,178.62,36529740,179.8,180.54,177.81,29748560,184.66,185.71,182.55,178.92
08/23/2017,21564890,158.23,160.0,158.02,26330070,157.5,157.89,155.11,27391950,157.86,159.5,156.72,159.07
07/29/2019,17618870,207.48,209.73,207.14,13909560,208.89,209.24,206.73,14991570,207.67,209.15,207.17,208.46
08/19/2019,28813620,204.28,207.16,203.84,27883360,203.46,205.14,199.67,36547440,203.16,206.44,202.59,210.62
12/09/19,26547490,267.48,271.0,267.3,18661340,263.79,265.89,262.73,16810390,261.07,263.31,260.68,270.0
11/10/15,33829290,120.96,121.81,120.05,33009110,121.11,121.81,120.62,39483400,121.85,122.69,120.18,116.9
01/14/2019,26924630,152.88,153.7,151.51,35661200,152.5,153.97,150.86,45034370,151.29,154.53,149.63,150.85
01/17/2020,27207250,313.59,315.7,312.09,30480880,311.85,315.5,309.55,40653460,316.7,317.57,312.17,316.27
12/28/2016,18131970,116.52,117.8,116.49,14244050,115.59,116.52,115.59,26043820,116.35,116.51,115.64,117.52
07/11/19,17897140,201.85,203.73,201.56,20578020,199.2,201.51,198.81,25338630,200.81,201.4,198.41,203.31
09/17/2015,37080720,116.25,116.54,115.44,43218350,115.93,116.53,114.42,58279570,116.58,116.89,114.86,115.66
06/24/2020,53038870,364.0,372.38,362.27,33861320,351.34,359.46,351.15,66118950,354.64,356.56,345.15,365.0
09/24/2018,95584080,220.78,221.36,217.29,26388050,220.24,222.28,219.15,26869880,218.5,219.62,215.3,216.82
09/01/16,31639010,105.66,106.57,105.64,24817940,105.8,106.5,105.5,24900130,106.62,107.44,106.29,106.14
12/19/2018,33753490,165.38,167.53,164.39,43250420,165.45,168.35,162.73,40620360,169.0,169.08,165.28,166.0
10/19/2017,16252850,160.42,160.71,159.6,18969700,159.78,160.87,159.23,24093300,157.9,160.0,157.65,156.75
07/22/2016,32690080,99.83,101.0,99.13,26219110,100.0,100.46,99.74,23766360,99.56,100.0,99.34,99.26
04/20/2018,34693280,174.95,175.39,172.66,20544600,177.81,178.82,176.88,26575010,176.49,178.94,176.41,170.6
09/07/18,34121240,226.23,227.35,221.3,33290830,228.99,229.67,225.1,27363960,228.41,229.18,226.63,221.85
12/03/15,33316990,117.05,118.11,116.08,34806250,118.75,118.81,116.86,38063130,117.99,119.41,117.75,116.55
12/10/19,32182650,270.0,270.8,264.91,26547490,267.48,271.0,267.3,18661340,263.79,265.89,262.73,268.6
07/11/18,15801370,190.71,191.28,190.18,19636390,189.5,190.68,189.3,17426160,185.42,188.43,185.2,188.5
11/30/2015,13046450,118.29,118.41,117.6,21341960,119.21,119.23,117.92,42747950,117.33,119.35,117.12,117.99
05/16/2018,23639070,186.78,187.07,185.1,20393070,189.01,189.53,187.86,26167950,189.49,190.06,187.45,186.07
10/23/2019,22684000,241.16,242.2,239.62,22367480,237.52,240.99,237.32,24377170,234.59,237.58,234.29,242.1
09/15/2015,58279570,116.58,116.89,114.86,49793750,111.79,114.21,111.76,62800770,110.27,113.28,109.9,115.93
06/23/2017,19082170,145.77,146.7,145.12,21247590,145.52,146.07,144.61,24877950,146.87,146.87,144.94,145.13
12/26/2017,16339690,174.68,175.42,174.5,20848660,174.17,176.02,174.1,23451420,174.87,175.42,173.25,170.8
07/21/2015,55204920,130.97,132.97,130.7,45970470,129.08,129.62,128.31,35987630,127.74,128.57,127.35,132.85
06/26/2020,34380630,360.7,365.0,357.57,48155850,365.0,368.79,358.52,53038870,364.0,372.38,362.27,364.41
07/08/16,24460850,95.7,96.5,95.62,30877540,94.6,95.66,94.37,27553750,95.39,95.4,94.46,96.49
10/24/2016,22527690,116.81,116.91,116.28,24100150,116.86,117.38,116.33,19977160,117.25,117.76,113.8,117.1
02/06/19,36054570,172.86,175.08,172.35,31384720,167.41,171.66,167.28,32644590,166.96,168.98,165.93,174.65
03/19/2019,26148590,185.8,188.39,185.79,39017490,184.85,187.33,183.74,23527660,183.9,184.1,182.56,188.35
06/13/2017,72187710,145.74,146.09,142.51,64782910,155.19,155.19,146.02,21144040,155.25,155.54,154.4,147.16
11/14/2016,34117030,107.12,108.87,106.55,57097740,111.09,111.09,105.83,59118740,109.88,111.32,108.05,107.71
06/28/2019,20899720,200.29,201.57,199.57,26067510,197.77,200.99,197.35,21070330,198.43,199.26,195.29,198.68
09/12/16,46461610,104.64,105.72,103.13,52955310,107.25,107.27,105.24,42250480,107.83,108.76,107.07,102.65
08/05/16,26781730,105.58,106.0,105.28,30148360,104.81,105.84,104.77,33770220,106.05,106.07,104.0,106.27
02/16/2017,35578640,135.52,136.27,134.62,33054500,133.47,135.09,133.25,22989980,133.08,133.82,132.75,135.67
11/29/2017,26387240,174.3,174.87,171.86,20591090,175.05,175.08,173.34,14026670,175.1,175.5,174.65,172.63
11/15/2016,50901380,107.71,107.81,104.08,34117030,107.12,108.87,106.55,57097740,111.09,111.09,105.83,106.57
06/06/18,21535570,193.07,193.94,192.36,26190620,191.64,193.42,191.35,23377690,187.99,190.26,187.75,193.63
12/09/16,27049830,110.86,112.43,110.6,29976030,109.26,111.19,109.16,26160560,109.5,110.36,109.19,112.31
08/29/2017,25649890,160.14,162.0,159.93,25184600,159.65,160.56,159.27,19782170,160.43,160.74,158.55,160.1
03/27/2017,22355140,141.5,141.74,140.35,20299310,141.26,141.58,140.61,25804820,139.85,141.6,139.76,139.39
10/09/15,61747260,110.19,110.19,108.21,46717770,111.74,111.77,109.41,48702200,110.63,111.74,109.77,110.0
10/05/18,31961120,230.78,232.35,226.73,28540490,230.05,233.47,229.78,24435010,227.25,230.0,226.63,227.96
05/29/2018,17186760,188.23,189.65,187.65,23129400,188.77,188.84,186.21,19966590,186.35,188.5,185.76,187.6
08/14/2019,47539790,201.02,212.14,200.83,22481890,199.62,202.05,199.15,24619750,201.3,202.76,199.29,203.16
08/12/19,24619750,201.3,202.76,199.29,27009520,200.2,203.53,199.39,33364400,195.41,199.56,193.82,199.62
03/10/16,27148530,101.31,101.58,100.27,31538710,100.78,101.76,100.4,35890740,102.39,102.83,100.96,101.41
09/04/19,20059570,206.43,206.98,204.22,21162560,210.16,210.45,207.2,21007650,208.5,209.32,206.66,208.39
03/16/2020,92683030,264.89,279.92,252.95,104618500,255.94,270.0,248.0,64094970,277.39,281.22,271.86,241.95
12/04/19,29377270,258.31,259.53,256.29,23693550,267.27,268.25,263.45,11654360,266.6,268.0,265.9,261.07
02/02/16,40814360,96.47,96.71,95.4,64332440,94.79,97.34,94.35,55622370,93.79,94.52,92.39,95.42
11/07/16,30790930,108.53,110.25,108.11,26538700,110.98,111.46,109.55,28174980,111.4,112.35,111.23,110.08
12/22/2015,47507230,107.28,107.37,105.57,96197190,108.91,109.52,105.81,44654830,112.02,112.25,108.98,107.4
12/26/2019,12119710,284.69,284.89,282.92,24677880,280.53,284.25,280.37,69032740,282.23,282.65,278.56,284.82
07/15/2015,31695870,126.04,126.37,125.04,41365600,125.03,125.76,124.32,61292800,121.94,123.85,121.21,125.72
11/20/2018,41626820,190.0,190.7,184.99,36191330,190.5,194.97,189.46,46271660,188.39,191.97,186.9,178.37
09/09/16,52955310,107.25,107.27,105.24,42250480,107.83,108.76,107.07,26645130,107.9,108.3,107.51,104.64
07/02/18,22551660,186.29,187.19,182.91,17352380,184.1,186.21,183.8,24987260,185.23,187.28,184.03,183.82
08/26/2016,25001730,107.39,107.88,106.68,23606240,108.57,108.75,107.68,21236850,108.59,109.32,108.53,107.41
07/06/18,16543880,185.26,186.41,184.28,13954810,187.79,187.95,183.54,17675210,183.82,187.3,183.42,185.42
08/02/17,33669020,149.1,150.22,148.41,19690420,149.9,150.33,148.13,17192770,149.89,150.23,149.19,159.28
02/21/2019,25323890,171.19,173.32,170.99,18958570,169.71,171.44,169.49,24603320,171.25,171.7,169.75,171.8
12/24/2018,95497900,156.86,158.16,149.63,64398230,160.4,162.11,155.3,47597670,166.0,167.45,159.09,148.15
07/08/20,28106110,375.41,378.62,372.23,29663910,370.0,375.78,369.87,28510370,367.85,370.47,363.64,376.72
02/01/19,40613260,166.11,169.0,164.56,60800480,163.25,166.15,160.23,39914850,156.25,158.13,154.11,166.96
10/20/2015,29723750,110.8,111.75,110.11,38794930,111.78,112.0,110.53,37622200,110.93,112.1,110.49,111.34
